2020-08-04 00:48:37,000 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14208)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:37,001 INFO     [server] <- Received message from ('127.0.0.1', 14208): {'action': 'presence', 'time': 1596491317, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:48:37,001 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596491317, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:48:37,017 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 9384)>, {'action': 'presence', 'time': 1596491317, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14208)>), {}
2020-08-04 00:48:37,017 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596491317, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:48:37,018 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:48:37,018 DEBUG    [server] Formed response: {'response': 200, 'time': 1596491317, 'alert': 'OK'}
2020-08-04 00:48:37,018 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596491317, 'alert': 'OK'}, <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14208)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:37,018 INFO     [server] -> Sent message to ('127.0.0.1', 14208): {'response': 200, 'time': 1596491317, 'alert': 'OK'}
2020-08-04 00:48:37,019 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 14208)
2020-08-04 00:48:37,246 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14208)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:37,246 INFO     [server] <- Received message from ('127.0.0.1', 14208): {'action': 'get_contacts', 'time': 1596491317, 'user_login': 'user0'}
2020-08-04 00:48:37,249 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 9384)>, <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14208)>), {}
2020-08-04 00:48:37,254 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596491317, 'alert': ['user1', 'cli1', 'cli2']}, <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14208)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:37,255 INFO     [server] -> Sent message to ('127.0.0.1', 14208): {'response': 202, 'time': 1596491317, 'alert': ['user1', 'cli1', 'cli2']}
2020-08-04 00:48:39,887 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14208)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:39,887 INFO     [server] <- Received message from ('127.0.0.1', 14208): {'action': 'msg', 'time': 1596491319, 'to': '#test', 'from': 'user0', 'message': 'hello'}
2020-08-04 00:48:39,888 DEBUG    [server] function "send_message" called from "write_responses", params = ({'action': 'msg', 'time': 1596491319, 'to': '#test', 'from': 'user0', 'message': 'hello'}, <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14208)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:39,888 INFO     [server] -> Sent message to ('127.0.0.1', 14208): {'action': 'msg', 'time': 1596491319, 'to': '#test', 'from': 'user0', 'message': 'hello'}
2020-08-04 00:48:47,704 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14208)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:47,705 INFO     [server] <- Received message from ('127.0.0.1', 14208): {'action': 'del_contact', 'time': 1596491327, 'user_login': 'user0', 'user_id': 'user1'}
2020-08-04 00:48:47,720 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 200}
2020-08-04 00:48:47,720 DEBUG    [server] Formed response: {'response': 200, 'time': 1596491327, 'alert': 'OK'}
2020-08-04 00:48:47,721 DEBUG    [server] function "send_message" called from "read_requests", params = (<socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14208)>, {'response': 200, 'time': 1596491327, 'alert': 'OK'}), {}
2020-08-04 00:48:47,721 INFO     [server] Connection with ('127.0.0.1', 14208) was reset
2020-08-04 00:49:45,647 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:49:45,648 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:49:45,685 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 00:49:48,639 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14239)>, <Logger server (DEBUG)>), {}
2020-08-04 00:49:48,640 INFO     [server] <- Received message from ('127.0.0.1', 14239): {'action': 'presence', 'time': 1596491388, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:49:48,640 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596491388, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:49:48,658 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 26652)>, {'action': 'presence', 'time': 1596491388, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14239)>), {}
2020-08-04 00:49:48,658 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596491388, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:49:48,659 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:49:48,659 DEBUG    [server] Formed response: {'response': 200, 'time': 1596491388, 'alert': 'OK'}
2020-08-04 00:49:48,659 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596491388, 'alert': 'OK'}, <socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14239)>, <Logger server (DEBUG)>), {}
2020-08-04 00:49:48,659 INFO     [server] -> Sent message to ('127.0.0.1', 14239): {'response': 200, 'time': 1596491388, 'alert': 'OK'}
2020-08-04 00:49:48,659 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 14239)
2020-08-04 00:49:48,862 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14239)>, <Logger server (DEBUG)>), {}
2020-08-04 00:49:48,862 INFO     [server] <- Received message from ('127.0.0.1', 14239): {'action': 'get_contacts', 'time': 1596491388, 'user_login': 'user0'}
2020-08-04 00:49:48,864 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 26652)>, <socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14239)>), {}
2020-08-04 00:49:48,871 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596491388, 'alert': ['cli1', 'cli2']}, <socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14239)>, <Logger server (DEBUG)>), {}
2020-08-04 00:49:48,872 INFO     [server] -> Sent message to ('127.0.0.1', 14239): {'response': 202, 'time': 1596491388, 'alert': ['cli1', 'cli2']}
2020-08-04 00:49:54,287 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14239)>, <Logger server (DEBUG)>), {}
2020-08-04 00:49:54,287 INFO     [server] <- Received message from ('127.0.0.1', 14239): {'action': 'msg', 'time': 1596491394, 'to': '#test', 'from': 'user0', 'message': 'hello again'}
2020-08-04 00:49:54,289 DEBUG    [server] function "send_message" called from "write_responses", params = ({'action': 'msg', 'time': 1596491394, 'to': '#test', 'from': 'user0', 'message': 'hello again'}, <socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14239)>, <Logger server (DEBUG)>), {}
2020-08-04 00:49:54,289 INFO     [server] -> Sent message to ('127.0.0.1', 14239): {'action': 'msg', 'time': 1596491394, 'to': '#test', 'from': 'user0', 'message': 'hello again'}
2020-08-04 00:49:58,498 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14239)>, <Logger server (DEBUG)>), {}
2020-08-04 00:49:58,499 INFO     [server] <- Received message from ('127.0.0.1', 14239): {'action': 'add_contact', 'time': 1596491398, 'user_login': 'user0', 'user_id': 'user1'}
2020-08-04 00:49:58,514 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 200}
2020-08-04 00:49:58,514 DEBUG    [server] Formed response: {'response': 200, 'time': 1596491398, 'alert': 'OK'}
2020-08-04 00:49:58,514 DEBUG    [server] function "send_message" called from "read_requests", params = (<socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14239)>, {'response': 200, 'time': 1596491398, 'alert': 'OK'}, <Logger server (DEBUG)>), {}
2020-08-04 00:49:58,515 INFO     [server] Connection with ('127.0.0.1', 14239) was reset
2020-08-04 00:51:09,445 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:51:09,446 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:51:09,482 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 00:51:11,946 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>, <Logger server (DEBUG)>), {}
2020-08-04 00:51:11,946 INFO     [server] <- Received message from ('127.0.0.1', 14270): {'action': 'presence', 'time': 1596491471, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:51:11,947 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596491471, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:51:11,965 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 5684)>, {'action': 'presence', 'time': 1596491471, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>), {}
2020-08-04 00:51:11,966 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596491471, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:51:11,966 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:51:11,966 DEBUG    [server] Formed response: {'response': 200, 'time': 1596491471, 'alert': 'OK'}
2020-08-04 00:51:11,967 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596491471, 'alert': 'OK'}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>, <Logger server (DEBUG)>), {}
2020-08-04 00:51:11,967 INFO     [server] -> Sent message to ('127.0.0.1', 14270): {'response': 200, 'time': 1596491471, 'alert': 'OK'}
2020-08-04 00:51:11,967 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 14270)
2020-08-04 00:51:12,173 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>, <Logger server (DEBUG)>), {}
2020-08-04 00:51:12,173 INFO     [server] <- Received message from ('127.0.0.1', 14270): {'action': 'get_contacts', 'time': 1596491471, 'user_login': 'user0'}
2020-08-04 00:51:12,174 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 5684)>, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>), {}
2020-08-04 00:51:12,177 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596491472, 'alert': ['user1', 'cli1', 'cli2']}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>, <Logger server (DEBUG)>), {}
2020-08-04 00:51:12,178 INFO     [server] -> Sent message to ('127.0.0.1', 14270): {'response': 202, 'time': 1596491472, 'alert': ['user1', 'cli1', 'cli2']}
2020-08-04 00:51:15,423 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>, <Logger server (DEBUG)>), {}
2020-08-04 00:51:15,423 INFO     [server] <- Received message from ('127.0.0.1', 14270): {'action': 'msg', 'time': 1596491475, 'to': '#test', 'from': 'user0', 'message': 'hello'}
2020-08-04 00:51:15,425 DEBUG    [server] function "send_message" called from "write_responses", params = ({'action': 'msg', 'time': 1596491475, 'to': '#test', 'from': 'user0', 'message': 'hello'}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>, <Logger server (DEBUG)>), {}
2020-08-04 00:51:15,425 INFO     [server] -> Sent message to ('127.0.0.1', 14270): {'action': 'msg', 'time': 1596491475, 'to': '#test', 'from': 'user0', 'message': 'hello'}
2020-08-04 00:51:18,634 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>, <Logger server (DEBUG)>), {}
2020-08-04 00:51:18,635 INFO     [server] <- Received message from ('127.0.0.1', 14270): {'action': 'del_contact', 'time': 1596491478, 'user_login': 'user0', 'user_id': 'cli1'}
2020-08-04 00:51:18,649 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 200}
2020-08-04 00:51:18,650 DEBUG    [server] Formed response: {'response': 200, 'time': 1596491478, 'alert': 'OK'}
2020-08-04 00:51:18,650 DEBUG    [server] function "send_message" called from "read_requests", params = ({'response': 200, 'time': 1596491478, 'alert': 'OK'}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>, <Logger server (DEBUG)>), {}
2020-08-04 00:51:18,651 INFO     [server] -> Sent message to ('127.0.0.1', 14270): {'response': 200, 'time': 1596491478, 'alert': 'OK'}
2020-08-04 00:51:20,655 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>, <Logger server (DEBUG)>), {}
2020-08-04 00:51:20,656 INFO     [server] <- Received message from ('127.0.0.1', 14270): {'action': 'msg', 'time': 1596491480, 'to': '#test', 'from': 'user0', 'message': 'hello'}
2020-08-04 00:51:20,656 DEBUG    [server] function "send_message" called from "write_responses", params = ({'action': 'msg', 'time': 1596491480, 'to': '#test', 'from': 'user0', 'message': 'hello'}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14270)>, <Logger server (DEBUG)>), {}
2020-08-04 00:51:20,656 INFO     [server] -> Sent message to ('127.0.0.1', 14270): {'action': 'msg', 'time': 1596491480, 'to': '#test', 'from': 'user0', 'message': 'hello'}
2020-08-04 01:33:13,264 DEBUG    [server] function "check_settings" called from "<module>", params = ([],), {}
2020-08-04 01:33:13,265 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = ([],), {}
2020-08-04 01:33:13,301 CRITICAL [server] Trying to bind server to an incorrect IP: 
2020-08-04 01:33:32,041 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 01:33:32,042 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 01:33:32,077 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 01:35:50,539 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 01:35:50,539 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 01:35:50,577 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 01:36:00,760 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 01:36:00,762 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 01:36:00,797 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 01:37:50,490 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 01:37:50,490 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 01:37:50,528 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 01:38:16,267 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 01:38:16,268 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 01:38:16,308 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 03:05:58,545 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:05:58,546 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:05:58,583 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 03:06:15,913 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:06:15,914 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:06:15,952 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 03:33:08,388 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:33:08,388 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:33:08,426 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 03:33:22,143 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:33:22,144 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:33:22,180 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 03:44:37,524 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:44:37,524 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:44:37,559 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 03:44:46,988 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:44:46,989 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:44:47,025 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 03:45:15,712 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=1296, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 4134)>, <Logger server (DEBUG)>), {}
2020-08-04 03:45:15,712 INFO     [server] <- Received message from ('127.0.0.1', 4134): {'action': 'presence', 'time': 1596501915, 'type': 'status', 'user': {'account_name': 'Guest', 'status': 'online'}}
2020-08-04 03:45:15,713 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596501915, 'type': 'status', 'user': {'account_name': 'Guest', 'status': 'online'}},), {}
2020-08-04 03:45:15,729 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 29228)>, {'action': 'presence', 'time': 1596501915, 'type': 'status', 'user': {'account_name': 'Guest', 'status': 'online'}}, <socket.socket fd=1296, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 4134)>), {}
2020-08-04 03:45:15,729 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596501915, 'type': 'status', 'user': {'account_name': 'Guest', 'status': 'online'}},), {}
2020-08-04 03:45:15,730 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 03:45:15,730 DEBUG    [server] Formed response: {'response': 200, 'time': 1596501915, 'alert': 'OK'}
2020-08-04 03:45:15,730 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596501915, 'alert': 'OK'}, <socket.socket fd=1296, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 4134)>, <Logger server (DEBUG)>), {}
2020-08-04 03:45:15,730 INFO     [server] -> Sent message to ('127.0.0.1', 4134): {'response': 200, 'time': 1596501915, 'alert': 'OK'}
2020-08-04 03:45:15,730 INFO     [server] New CLIENT: "Guest" from ('127.0.0.1', 4134)
2020-08-04 03:45:15,933 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=1296, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 4134)>, <Logger server (DEBUG)>), {}
2020-08-04 03:45:15,933 INFO     [server] <- Received message from ('127.0.0.1', 4134): {'action': 'get_contacts', 'time': 1596501915, 'user_login': 'Guest'}
2020-08-04 03:45:15,935 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 29228)>, <socket.socket fd=1296, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 4134)>), {}
2020-08-04 03:45:15,943 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596501915, 'alert': []}, <socket.socket fd=1296, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 4134)>, <Logger server (DEBUG)>), {}
2020-08-04 03:45:15,943 INFO     [server] -> Sent message to ('127.0.0.1', 4134): {'response': 202, 'time': 1596501915, 'alert': []}
2020-08-04 03:47:53,199 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:47:53,200 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:47:53,238 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 03:48:14,365 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:48:14,366 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 03:48:14,404 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 03:48:19,136 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=1160, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 4199)>, <Logger server (DEBUG)>), {}
2020-08-04 03:48:19,136 INFO     [server] <- Received message from ('127.0.0.1', 4199): {'action': 'presence', 'time': 1596502099, 'type': 'status', 'user': {'account_name': 'Guest', 'status': 'online'}}
2020-08-04 03:48:19,137 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596502099, 'type': 'status', 'user': {'account_name': 'Guest', 'status': 'online'}},), {}
2020-08-04 03:48:19,151 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 9912)>, {'action': 'presence', 'time': 1596502099, 'type': 'status', 'user': {'account_name': 'Guest', 'status': 'online'}}, <socket.socket fd=1160, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 4199)>), {}
2020-08-04 03:48:19,151 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596502099, 'type': 'status', 'user': {'account_name': 'Guest', 'status': 'online'}},), {}
2020-08-04 03:48:19,152 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 03:48:19,152 DEBUG    [server] Formed response: {'response': 200, 'time': 1596502099, 'alert': 'OK'}
